256,1,1,1.0
256,1,2,1.9
256,1,4,3.8
256,1,8,7.5
256,1,16,15.0
256,1,32,28.5
256,1,64,45.4
256,1,128,58.3
256,1,256,53.2
256,1,512,48.8
256,1,1024,27.1
256,2,1,1.9
256,2,2,3.7
256,2,4,7.3
256,2,8,14.0
256,2,16,27.7
256,2,32,40.1
256,2,64,51.9
256,2,128,53.6
256,2,256,52.6
256,2,512,47.0
256,2,1024,0
256,4,1,3.1
256,4,2,6.2
256,4,4,12.2
256,4,8,22.2
256,4,16,33.1
256,4,32,32.5
256,4,64,35.1
256,4,128,38.6
256,4,256,39.0
256,4,512,0
256,4,1024,0
256,8,1,4.2
256,8,2,8.3
256,8,4,17.0
256,8,8,20.5
256,8,16,20.0
256,8,32,20.6
256,8,64,22.3
256,8,128,23.7
256,8,256,0
256,8,512,0
256,8,1024,0
256,16,1,5.3
256,16,2,10.1
256,16,4,10.4
256,16,8,10.0
256,16,16,11.5
256,16,32,13.2
256,16,64,12.5
256,16,128,0
256,16,256,0
256,16,512,0
256,16,1024,0
256,32,1,8.0
256,32,2,7.1
256,32,4,6.8
256,32,8,8.9
256,32,16,13.1
256,32,32,12.1
256,32,64,0
256,32,128,0
256,32,256,0
256,32,512,0
256,32,1024,0
256,64,1,5.5
256,64,2,5.2
256,64,4,5.9
256,64,8,9.3
256,64,16,7.0
256,64,32,0
256,64,64,0
256,64,128,0
256,64,256,0
256,64,512,0
256,64,1024,0
256,128,1,4.6
256,128,2,5.2
256,128,4,6.5
256,128,8,7.6
256,128,16,0
256,128,32,0
256,128,64,0
256,128,128,0
256,128,256,0
256,128,512,0
256,128,1024,0
256,256,1,4.6
256,256,2,4.9
256,256,4,5.3
256,256,8,0
256,256,16,0
256,256,32,0
256,256,64,0
256,256,128,0
256,256,256,0
256,256,512,0
256,256,1024,0
256,512,1,4.8
256,512,2,6.1
256,512,4,0
256,512,8,0
256,512,16,0
256,512,32,0
256,512,64,0
256,512,128,0
256,512,256,0
256,512,512,0
256,512,1024,0
256,1024,1,6.0
256,1024,2,0
256,1024,4,0
256,1024,8,0
256,1024,16,0
256,1024,32,0
256,1024,64,0
256,1024,128,0
256,1024,256,0
256,1024,512,0
256,1024,1024,0
512,1,1,1.0
512,1,2,1.9
512,1,4,3.8
512,1,8,7.5
512,1,16,15.2
512,1,32,29.3
512,1,64,41.3
512,1,128,48.2
512,1,256,45.2
512,1,512,53.4
512,1,1024,38.5
512,2,1,1.9
512,2,2,3.7
512,2,4,7.3
512,2,8,14.5
512,2,16,28.8
512,2,32,43.8
512,2,64,46.8
512,2,128,49.2
512,2,256,49.7
512,2,512,54.3
512,2,1024,0
512,4,1,2.5
512,4,2,4.9
512,4,4,9.9
512,4,8,20.6
512,4,16,30.7
512,4,32,28.9
512,4,64,30.4
512,4,128,32.5
512,4,256,37.4
512,4,512,0
512,4,1024,0
512,8,1,3.6
512,8,2,7.3
512,8,4,17.0
512,8,8,18.6
512,8,16,16.7
512,8,32,17.1
512,8,64,21.0
512,8,128,20.7
512,8,256,0
512,8,512,0
512,8,1024,0
512,16,1,4.9
512,16,2,9.2
512,16,4,9.4
512,16,8,8.9
512,16,16,9.6
512,16,32,11.5
512,16,64,9.9
512,16,128,0
512,16,256,0
512,16,512,0
512,16,1024,0
512,32,1,6.0
512,32,2,5.1
512,32,4,4.5
512,32,8,4.6
512,32,16,5.1
512,32,32,5.0
512,32,64,0
512,32,128,0
512,32,256,0
512,32,512,0
512,32,1024,0
512,64,1,4.8
512,64,2,4.4
512,64,4,4.7
512,64,8,5.1
512,64,16,5.2
512,64,32,0
512,64,64,0
512,64,128,0
512,64,256,0
512,64,512,0
512,64,1024,0
512,128,1,3.6
512,128,2,4.1
512,128,4,4.1
512,128,8,4.0
512,128,16,0
512,128,32,0
512,128,64,0
512,128,128,0
512,128,256,0
512,128,512,0
512,128,1024,0
512,256,1,3.8
512,256,2,4.3
512,256,4,4.6
512,256,8,0
512,256,16,0
512,256,32,0
512,256,64,0
512,256,128,0
512,256,256,0
512,256,512,0
512,256,1024,0
512,512,1,3.7
512,512,2,4.1
512,512,4,0
512,512,8,0
512,512,16,0
512,512,32,0
512,512,64,0
512,512,128,0
512,512,256,0
512,512,512,0
512,512,1024,0
512,1024,1,4.8
512,1024,2,0
512,1024,4,0
512,1024,8,0
512,1024,16,0
512,1024,32,0
512,1024,64,0
512,1024,128,0
512,1024,256,0
512,1024,512,0
512,1024,1024,0
1024,1,1,1.0
1024,1,2,1.9
1024,1,4,3.8
1024,1,8,7.6
1024,1,16,13.1
1024,1,32,21.9
1024,1,64,38.7
1024,1,128,46.0
1024,1,256,47.5
1024,1,512,41.8
1024,1,1024,43.3
1024,2,1,1.3
1024,2,2,2.7
1024,2,4,5.4
1024,2,8,10.7
1024,2,16,21.8
1024,2,32,37.0
1024,2,64,48.3
1024,2,128,48.6
1024,2,256,56.6
1024,2,512,56.1
1024,2,1024,0
1024,4,1,2.3
1024,4,2,4.7
1024,4,4,9.4
1024,4,8,18.6
1024,4,16,34.2
1024,4,32,35.7
1024,4,64,38.5
1024,4,128,38.4
1024,4,256,41.1
1024,4,512,0
1024,4,1024,0
1024,8,1,3.5
1024,8,2,7.0
1024,8,4,14.1
1024,8,8,22.8
1024,8,16,19.9
1024,8,32,21.0
1024,8,64,25.5
1024,8,128,25.7
1024,8,256,0
1024,8,512,0
1024,8,1024,0
1024,16,1,4.9
1024,16,2,10.5
1024,16,4,9.8
1024,16,8,8.6
1024,16,16,8.7
1024,16,32,9.2
1024,16,64,8.6
1024,16,128,0
1024,16,256,0
1024,16,512,0
1024,16,1024,0
1024,32,1,7.2
1024,32,2,6.8
1024,32,4,4.8
1024,32,8,6.1
1024,32,16,7.2
1024,32,32,7.3
1024,32,64,0
1024,32,128,0
1024,32,256,0
1024,32,512,0
1024,32,1024,0
1024,64,1,4.3
1024,64,2,3.8
1024,64,4,4.8
1024,64,8,5.5
1024,64,16,5.1
1024,64,32,0
1024,64,64,0
1024,64,128,0
1024,64,256,0
1024,64,512,0
1024,64,1024,0
1024,128,1,2.5
1024,128,2,3.6
1024,128,4,4.4
1024,128,8,5.8
1024,128,16,0
1024,128,32,0
1024,128,64,0
1024,128,128,0
1024,128,256,0
1024,128,512,0
1024,128,1024,0
1024,256,1,2.6
1024,256,2,3.4
1024,256,4,4.1
1024,256,8,0
1024,256,16,0
1024,256,32,0
1024,256,64,0
1024,256,128,0
1024,256,256,0
1024,256,512,0
1024,256,1024,0
1024,512,1,2.6
1024,512,2,3.0
1024,512,4,0
1024,512,8,0
1024,512,16,0
1024,512,32,0
1024,512,64,0
1024,512,128,0
1024,512,256,0
1024,512,512,0
1024,512,1024,0
1024,1024,1,2.8
1024,1024,2,0
1024,1024,4,0
1024,1024,8,0
1024,1024,16,0
1024,1024,32,0
1024,1024,64,0
1024,1024,128,0
1024,1024,256,0
1024,1024,512,0
1024,1024,1024,0
2048,1,1,1.0
2048,1,2,1.4
2048,1,4,2.8
2048,1,8,5.6
2048,1,16,11.5
2048,1,32,21.6
2048,1,64,38.5
2048,1,128,43.2
2048,1,256,45.6
2048,1,512,36.7
2048,1,1024,28.0
2048,2,1,1.4
2048,2,2,2.7
2048,2,4,5.5
2048,2,8,10.9
2048,2,16,22.3
2048,2,32,37.7
2048,2,64,47.2
2048,2,128,52.7
2048,2,256,54.7
2048,2,512,56.6
2048,2,1024,0
2048,4,1,2.3
2048,4,2,4.7
2048,4,4,9.3
2048,4,8,18.9
2048,4,16,33.6
2048,4,32,35.4
2048,4,64,37.6
2048,4,128,39.9
2048,4,256,42.3
2048,4,512,0
2048,4,1024,0
2048,8,1,3.6
2048,8,2,7.3
2048,8,4,15.9
2048,8,8,20.2
2048,8,16,17.6
2048,8,32,19.0
2048,8,64,22.4
2048,8,128,23.0
2048,8,256,0
2048,8,512,0
2048,8,1024,0
2048,16,1,4.8
2048,16,2,9.6
2048,16,4,9.5
2048,16,8,8.3
2048,16,16,8.6
2048,16,32,10.4
2048,16,64,10.9
2048,16,128,0
2048,16,256,0
2048,16,512,0
2048,16,1024,0
2048,32,1,6.0
2048,32,2,5.1
2048,32,4,3.6
2048,32,8,4.4
2048,32,16,5.2
2048,32,32,5.6
2048,32,64,0
2048,32,128,0
2048,32,256,0
2048,32,512,0
2048,32,1024,0
2048,64,1,3.9
2048,64,2,3.0
2048,64,4,3.6
2048,64,8,5.0
2048,64,16,6.0
2048,64,32,0
2048,64,64,0
2048,64,128,0
2048,64,256,0
2048,64,512,0
2048,64,1024,0
2048,128,1,2.4
2048,128,2,2.9
2048,128,4,3.8
2048,128,8,4.5
2048,128,16,0
2048,128,32,0
2048,128,64,0
2048,128,128,0
2048,128,256,0
2048,128,512,0
2048,128,1024,0
2048,256,1,2.4
2048,256,2,2.7
2048,256,4,3.3
2048,256,8,0
2048,256,16,0
2048,256,32,0
2048,256,64,0
2048,256,128,0
2048,256,256,0
2048,256,512,0
2048,256,1024,0
2048,512,1,2.3
2048,512,2,2.5
2048,512,4,0
2048,512,8,0
2048,512,16,0
2048,512,32,0
2048,512,64,0
2048,512,128,0
2048,512,256,0
2048,512,512,0
2048,512,1024,0
2048,1024,1,2.3
2048,1024,2,0
2048,1024,4,0
2048,1024,8,0
2048,1024,16,0
2048,1024,32,0
2048,1024,64,0
2048,1024,128,0
2048,1024,256,0
2048,1024,512,0
2048,1024,1024,0
